"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"203388","2016-04",-7.318883,54.994278,"Bridge Street","ASBO","Other Town",NA
"79438","2015-07",-5.92735,54.585732,"Magdala Street","ASBO","BELFAST",232
"388947","2017-06",-5.945249,54.613693,NA,"ASBO",NA,NA
"116427","2015-09",-6.054512,54.705086,"M2","OTTH",NA,NA
"97430","2015-08",-6.094991,54.636574,"Belfast Road","ASBO","Other Town",NA
"329973","2017-01",-5.973182,54.598944,"West Circular Road","VISO","Other Town",NA
"93077","2015-07",-6.411812,54.182783,"Carrick Meadow","VISO","Other Town",NA
"21022","2015-02",-6.713843,55.182019,"Mullaghacall Crescent","VISO","PORTSTEWART",335
"262278","2016-08",-6.349858,54.482704,NA,"CDAR",NA,NA
"274671","2016-09",-5.96872,54.588168,"St. James'S Parade","CDAR",NA,NA
"236677","2016-06",-7.318658,55.016797,"St. Francis Terrace","VECR","LONDONDERRY",NA
"289770","2016-10",-6.698551,54.538629,"Mourne Crescent","CDAR","Other Town",NA
"273694","2016-09",-6.664782,54.694904,"Fairlea Heights","ASBO","MONEYMORE",28
"341679","2017-02",-6.334009,54.469477,"Victoria Street","VISO","Other Town",NA
"165208","2016-01",-6.217308,54.722136,"Tiger Court","ASBO","ANTRIM",168
"373304","2017-05",-5.866852,54.595085,"Upper Newtownards Road","ASBO","Other Town",NA
"16201","2015-02",-5.948415,54.586145,NA,"BURG",NA,NA
"374932","2017-05",-5.886202,54.573735,"Tudor Drive","ASBO","Other Town",NA
"409864","2017-07",-7.722329,54.519631,"Crevenish Park","VISO","KESH",385
"163035","2016-01",-6.269187,54.862413,"Trostan Avenue","ASBO","BALLYMENA",220
"234688","2016-06",-6.02777,54.519054,"Delacherois Avenue","OTTH","LISBURN",74
"47987","2015-04",-5.75934,54.39618,"The Square","VISO","Other Town",NA
"210189","2016-04",-5.979476,54.619337,NA,"VISO",NA,NA
"52030","2015-05",-5.70894,54.316006,"Ballymote Park","ASBO","DOWNPATRICK",58
"371039","2017-05",-5.931513,54.599137,"Castle Street","ASBO","Other Town",NA
"348432","2017-03",-5.900148,54.598759,NA,"BURG",NA,NA
"408616","2017-07",-6.204292,54.845434,"Craigdoo Road","VECR",NA,NA
"207386","2016-04",-6.052099,54.511829,"Ridgeway Street","OTTH","Other Town",NA
"189613","2016-03",-5.962954,54.619357,NA,"ASBO",NA,NA
"170535","2016-01",-5.934292,54.600173,"Berry Street","SHOP","BELFAST",232
"257303","2016-08",-6.596197,54.753718,"Sandy Braes","ASBO","MAGHERAFELT",353
"126335","2015-10",-5.65937,54.6474,"Bloomfield Road South","ASBO","BANGOR",318
"94358","2015-08",-6.264077,54.880919,"Dunfane Park","ASBO","BALLYMENA",220
"63109","2015-05",-5.89912,54.585677,NA,"VISO",NA,NA
"400036","2017-07",-7.326597,54.999199,"Lower Road","ASBO","Other Town",NA
"410170","2017-07",-5.952694,54.569937,"Osborne Gardens","VISO","Other Town",NA
"289287","2016-10",-6.356209,54.452108,"Meadowbrook","CDAR","Other Town",NA
"207841","2016-04",-6.658982,54.348596,"Callan Crescent","OTTH","ARMAGH",113
"159981","2015-12",-5.978474,54.610183,"Lyndhurst Drive","VISO","BELFAST",232
"293587.1","2016-10",-6.578081,54.972439,"Mullan Road","VISO","Other Town",NA
"172311","2016-01",-5.892035,54.577574,"Montgomery Road","VISO","BELFAST",232
"159921","2015-12",-7.63961,54.345485,"Paget Square","VISO","ENNISKILLEN",80
"257175","2016-08",-7.355301,54.171991,"Wattlebridge Road","ASBO","NEWTOWNBUTLER",383
"2463","2015-01",-6.359395,54.183132,"Parkhead Crescent","ASBO","NEWRY",194
"320234","2017-01",-5.533012,54.643012,"Parade","ASBO","DONAGHADEE",309
"361896","2017-04",-5.92769,54.597014,NA,"ASBO",NA,NA
"231298","2016-06",-6.745113,54.635904,"Gortalowry Park","ASBO","COOKSTOWN",52
"278635","2016-09",-5.814175,54.854893,"Alexandra Crescent","VECR","Other Town",NA
"248404","2016-07",-6.005688,54.550328,NA,"DRUG",NA,NA
"279842","2016-09",-5.485764,54.544992,"Main Street","VISO","Other Town",NA
"149405","2015-11",-7.331821,55.004572,"Rosemount Avenue","VISO","Other Town",NA
"198809","2016-03",-5.674088,54.654216,"Abbey Park","VISO","Other Town",NA
"127211","2015-10",-6.328412,54.178797,NA,"ASBO",NA,NA
"295557","2016-10",-6.448997,54.421926,"Little West Street","VISO","PORTADOWN",174
"50974","2015-05",-6.342671,54.462399,NA,"ASBO",NA,NA
"298066","2016-11",-5.670416,54.646903,NA,"ASBO",NA,NA
"33333","2015-03",-5.93091,54.587824,"Wolseley Street","VECR","BELFAST",232
"80558","2015-07",-7.322227,55.000764,"Strand Road","ASBO","Other Town",NA
"371838","2017-05",-5.670625,54.587971,"Burnreagh Drive","ASBO","NEWTOWNARDS",199
"111615","2015-09",-6.027665,54.519942,"Grand Court","ASBO","LISBURN",74
"261988","2016-08",-5.955547,54.595727,NA,"CDAR",NA,NA
"359348","2017-04",-5.562673,54.609773,NA,"ASBO",NA,NA
"362318","2017-04",-6.090881,54.602323,"Sycamore Road","BURG","CRUMLIN",273
"194504","2016-03",-5.931179,54.593507,"Bedford Street","OTTH","BELFAST",232
"120950","2015-09",-7.152301,54.509656,"Clogherny Road","VISO","Other Town",NA
"81551","2015-07",-6.057888,54.50601,"Warrenmount","ASBO","LISBURN",74
"220278","2016-05",-5.711151,54.316048,"Glebetown Drive","CDAR","DOWNPATRICK",58
"337045","2017-02",-6.047749,54.504939,"Elmwood Drive","CDAR","Other Town",NA
"131916","2015-10",-5.930154,54.597254,"Donegall Square North","OTTH","BELFAST",232
"101416","2015-08",-7.648518,54.352195,"Derrin Park","CDAR","ENNISKILLEN",80
"390651","2017-06",-6.749602,54.651618,"Millburn Park","CDAR","COOKSTOWN",52
"151785","2015-12",-7.331095,55.004963,"Rosemount Avenue","ASBO","Other Town",NA
"262058","2016-08",-5.934671,54.653182,"Northview","CDAR","NEWTOWNABBEY",67
"73346","2015-06",-5.690509,54.599404,"Millers Lane","OTTH","Other Town",NA
"135883","2015-10",NA,NA,"No Location","VISO",NA,NA
"192517","2016-03",-6.273917,54.864349,NA,"CDAR",NA,NA
"162128","2015-12",-7.334758,55.002711,NA,"VISO",NA,NA
"234663","2016-06",-5.872153,54.595493,"Kerrsland Parade","OTTH","BELFAST",232
"322451","2017-01",-6.947322,55.046192,"Benevenagh Drive","ASBO","LIMAVADY",69
"286185","2016-10",-6.003706,54.682849,"The Poplars","ASBO","Other Town",NA
"94691","2015-08",-5.890862,54.214806,"Park Lane","ASBO","Other Town",NA
"27719","2015-03",-5.927162,54.583042,NA,"ASBO",NA,NA
"269062","2016-09",-6.653563,54.347367,"Scotch Street","ASBO","Other Town",NA
"211858","2016-04",-5.99177,54.581922,"Carnnamona Court","VISO","BELFAST",232
"135763","2015-10",-5.897223,54.575356,NA,"VISO",NA,NA
"28809","2015-03",-5.925584,54.595208,"Catherine Street North","CDAR","BELFAST",232
"153466","2015-12",-5.969647,54.62114,NA,"ASBO",NA,NA
"272227","2016-09",-5.667736,54.648513,"Eastway","ASBO","Other Town",NA
"408683","2017-07",-6.347402,54.458304,"Oakridge","VISO","Other Town",NA
"386096","2017-06",-7.487212,54.786165,"School Terrace","ASBO","Other Town",NA
"294993","2016-10",-6.666358,55.125984,"Beresford Avenue","VISO","COLERAINE",181
"218422","2016-05",-6.221591,54.733502,"Tiree Street","BURG","ANTRIM",168
"183338","2016-02",-6.343179,54.171858,"Cleary Crescent","VISO","NEWRY",194
"179425","2016-02",-6.095171,54.476908,"Hermitage","CDAR","Other Town",NA
"25962","2015-03",-7.491815,54.617365,"Langfield Crescent","ASBO","DRUMQUIN",206
"294345","2016-10",-6.088216,54.296748,NA,"VISO",NA,NA
"387588","2017-06",-5.969834,54.618008,"Hesketh Park","ASBO","BELFAST",232
"348329","2017-03",-6.800225,54.452402,"Roan Close","BURG","DUNGANNON",93
"169265","2016-01",-5.931405,54.590878,"Salisbury Street","OTTH","BELFAST",232
"159422","2015-12",-6.033125,54.549007,"Lagmore Dale","VISO","Other Town",NA
"361971","2017-04",-5.943632,54.616586,NA,"ASBO",NA,NA
"93277","2015-07",-6.225366,54.18044,"St. Annes Park","OTCR","MAYOBRIDGE",5
"179719","2016-02",-5.947448,54.605366,"Albany Place","CDAR","BELFAST",232
"70259","2015-06",-6.190809,54.704125,"Greenmill","BURG","ANTRIM",168
"122536","2015-10",-5.925005,54.584389,"Penrose Street","ASBO","BELFAST",232
"115992","2015-09",-5.711526,54.314545,"Glebetown Drive","DRUG","DOWNPATRICK",58
"47166","2015-04",-5.999062,54.754506,"Cameron Court","SHOP","BALLYCLARE",116
"281929","2016-10",-6.272573,54.860808,"Edward Street","ASBO","Other Town",NA
"404574","2017-07",-5.90458,54.593229,"Pottinger Street","CDAR","Other Town",NA
"82287","2015-07",-6.718378,55.186486,"Heathmount","ASBO","PORTSTEWART",335
"60988","2015-05",-6.199759,54.707313,"Fir Grove Lane","VECR","ANTRIM",168
"259786","2016-08",-6.027423,54.568187,"Springbank Close","ASBO","DUNMURRY",NA
"364027","2017-04",-5.914614,54.595496,"Mays Meadow","CDAR","BELFAST",232
"140471","2015-11",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST",232
"1392","2015-01",-6.405669,55.000009,"Presbytery Lane","ASBO","Other Town",NA
"49112","2015-04",-5.949653,54.583686,"Tates Avenue","VISO","BELFAST",232
"2830","2015-01",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST",232
"282327","2016-10",-6.061421,54.509005,"Moira Road","ASBO","Other Town",NA
"362317","2017-04",-7.219467,55.029693,"Clooney Road","BURG","Other Town",NA
"283187","2016-10",-6.000953,54.573179,"Conor Rise","ASBO","BELFAST",232
"54755","2015-05",-5.979165,54.618739,"Forthriver Drive","ASBO","BELFAST",232
"406043","2017-07",NA,NA,"No Location","DRUG",NA,NA
"226707","2016-06",-5.94134,54.60802,"Florence Court","ASBO","BELFAST",232
"167159","2016-01",-5.954073,54.629728,"Sunningdale Park","BURG","Other Town",NA
"211588","2016-04",-5.880741,54.589255,"Dunraven Park","VISO","Other Town",NA
"315207","2016-12",-6.34264,54.174627,"Corn Market","OTTH","Other Town",NA
"406947","2017-07",-5.989854,54.071436,"Mourneview Park","OTTH","Other Town",NA
"251903","2016-07",-6.795732,55.129748,NA,"VISO",NA,NA
"4057","2015-01",-5.946934,54.683176,"Carnhill Parade","ASBO","NEWTOWNABBEY",67
"67844","2015-06",-7.318121,54.993133,"Bridge Street","ASBO","Other Town",NA
"249749","2016-07",-6.023044,54.559948,"Stewartstown Road","OTTH","Other Town",NA
"336106","2017-02",-7.312088,54.994213,"Waterside Link","BURG",NA,NA
"318246","2016-12",-5.932635,54.591645,"Ventry Street","VISO","BELFAST",232
"173120","2016-01",-5.937646,54.597813,"Killen Street","VISO","BELFAST",232
"141218","2015-11",-6.254931,54.101462,"Charlotte Street","ASBO","Other Town",NA
"228844","2016-06",-6.048788,54.497409,"Ruskin Park","ASBO","LISBURN",74
"392770","2017-06",-5.802778,54.585223,"Wanstead Road","OTTH","DUNDONALD",102
"133018","2015-10",-7.302503,55.032461,"Amelia Court","ROBY","LONDONDERRY",NA
"50467","2015-04",-6.3124,54.37686,"Barrack Hill","VISO","Other Town",NA
"319460","2016-12",-6.337594,54.176318,"Margaret Street","VISO","Other Town",NA
"227306","2016-06",-5.82395,54.850369,"Latharna Houses","ASBO","LARNE",231
"308697","2016-12",-5.906882,54.676776,"Bleach Green Court","ASBO","NEWTOWNABBEY",67
"271975","2016-09",-5.901012,54.106832,"Carragheen Drive","ASBO","ANNALONG",126
"198504","2016-03",-5.75942,54.395004,"Downpatrick Road","VISO","Other Town",NA
"154965","2015-12",-6.186979,54.713816,"Bleerick Drive","CDAR","ANTRIM",168
"313574","2016-12",-5.939459,54.590405,"Teutonic Gardens","CDAR","BELFAST",232
"176740","2016-02",-5.936447,54.63863,"Antrim Road","ASBO","Other Town",NA
"158000","2015-12",-6.32177,54.179801,"Crieve Heights","OTTH","NEWRY",194
"403419","2017-07",-5.925218,54.644691,"Graymount Terrace","ASBO","NEWTOWNABBEY",67
"187564","2016-03",-5.680423,54.588177,"Old Shore Road","ASBO","Other Town",NA
"321216","2017-01",-5.943605,54.583054,"Wellington Park","ASBO","Other Town",NA
"186723","2016-03",-5.952692,54.632562,"Ballysillan Road","ASBO","BELFAST",232
"96897","2015-08",-5.785448,54.722857,"Downshire Avenue","ASBO","Other Town",NA
"88567","2015-07",-5.940852,54.617365,"Brookvale Drive","OTTH","BELFAST",232
"49957","2015-04",-5.961945,54.61323,"Kerrera Street","VISO","BELFAST",232
"132994","2015-10",-6.023662,54.566975,"Colin Close","PUBO","BELFAST",232
"347105","2017-03",-5.917791,54.654492,"Longwood Road","ASBO","NEWTOWNABBEY",67
"301780","2016-11",-7.309056,54.992417,"Distillery Close","CDAR","LONDONDERRY",NA
"229040","2016-06",-6.653954,55.206678,"Atlantic Avenue","ASBO","Other Town",NA
"139605","2015-11",-6.027665,54.519942,"Grand Court","ASBO","LISBURN",74
"411333","2017-07",-6.512042,54.438945,"Timakeel Grange","VISO","PORTADOWN",174
"147720","2015-11",-5.934882,54.589437,"Donegall Road","VISO","Other Town",NA
"35753","2015-03",-5.930026,54.627208,"Dunlambert Drive","VISO","BELFAST",232
"170362","2016-01",-6.744976,54.645884,"Central Avenue","SHOP","Other Town",NA
"104513.1","2015-08",-6.000904,54.553654,"Barbour Gardens","VECR","Other Town",NA
"802","2015-01",-6.153683,54.413027,"Bishopshill","ASBO","DROMORE",NA
"39782","2015-04",-5.719564,54.325094,"Market Street","ASBO","Other Town",NA
"197223","2016-03",-6.950542,55.050469,"Market Street","VISO","Other Town",NA
"28635","2015-03",-5.946673,54.586026,"Dunluce Avenue","BURG","Other Town",NA
"162663","2016-01",-5.88575,54.596792,"Finvoy Street","ASBO","BELFAST",232
"304561","2016-11",-5.814929,54.850459,"Circular Road","SHOP","Other Town",NA
"266483","2016-08",-6.274007,54.860775,"Moat Road","VISO","Other Town",NA
"84085","2015-07",-5.739803,54.672775,"Grey Point","ASBO",NA,NA
"377823","2017-05",-6.029115,54.579589,"Hawthorn View","CDAR","BELFAST",232
"367207","2017-04",-5.706268,54.581724,NA,"VISO",NA,NA
"407788","2017-07",-7.632477,54.360825,"Lawnakilla Park","ROBY","ENNISKILLEN",80
"338426","2017-02",-5.971898,54.566244,"Kings Court","OTTH","Other Town",NA
"223431","2016-05",-6.356615,55.236559,NA,"VISO",NA,NA
"399468","2017-07",-5.740709,54.556189,"Dunsy Way","ASBO","COMBER",371
"401515","2017-07",-5.978451,54.62313,"Oakley Street","ASBO","BELFAST",232
"37332","2015-04",-5.970844,54.615446,"Somerdale Park","ASBO","BELFAST",232
"110536","2015-09",-5.863614,54.577426,"Lower Braniel Road","ASBO","BELFAST",232
"114610","2015-09",-6.658619,54.360675,"St. Brigids Hill","CDAR","ARMAGH",113
"82592","2015-07",-5.958563,54.616461,"Etna Drive","ASBO","BELFAST",232
"399148","2017-07",-6.351563,54.201713,"Shepherds Drive","ASBO","NEWRY",194
"167342","2016-01",-6.023269,54.772262,"Sawmill Road","CDAR","Other Town",NA
"9942","2015-01",-6.431276,54.430061,"Grantham Park","VISO","PORTADOWN",174
"404347","2017-07",-6.021915,54.550702,"Thornhill Court","BURG","Other Town",NA
"29501","2015-03",-5.911035,54.675014,"Princes Drive","CDAR","NEWTOWNABBEY",67
"209094","2016-04",-5.689545,54.592943,NA,"SHOP",NA,NA
"17967","2015-02",-7.322812,54.999402,"Great James Street","DRUG","LONDONDERRY",NA
"195281","2016-03",-6.274224,54.85315,"Lettercreeve","OTTH","BALLYMENA",220
"223326","2016-05",-6.412658,54.351994,"Sinton Park","VISO","TANDRAGEE",216
"123930","2015-10",-6.253318,54.099821,"Mary Street","ASBO","Other Town",NA
"155733","2015-12",-7.305301,54.598553,"St. Patricks Terrace","CDAR","Other Town",NA
"250004","2016-07",-6.37045,54.443703,"Clonmeen","ROBY","CRAIGAVON",110
"187656","2016-03",-6.212749,54.718511,"Mount Oriel Court","ASBO","ANTRIM",168
"150101","2015-12",-5.907291,54.67937,"Abbeycroft Road","ASBO","NEWTOWNABBEY",67
"239849","2016-06",-5.648252,54.665254,"Ballyholme Esplanade","VISO","BANGOR",318
"216109","2016-05",-6.322536,54.750456,"Portglenone Road","ASBO","Other Town",NA
"374765","2017-05",-6.341095,54.19254,NA,"ASBO",NA,NA
"286180","2016-10",-5.900669,54.408317,"Langley Road","ASBO","BALLYNAHINCH",276
"360774","2017-04",-5.82614,54.638909,"Church Road","ASBO","Other Town",NA
"224965","2016-05",-6.341728,54.179035,"Maginnis Street","VISO","NEWRY",194
"208101","2016-04",-6.321985,54.185824,"Rathfriland Road","OTTH","Other Town",NA
"40997","2015-04",-6.576276,54.190896,"Armagh Street","ASBO","NEWTOWNHAMILTON",155
"160239","2015-12",-6.795732,55.129748,NA,"VISO",NA,NA
"374991","2017-05",-5.93264,54.600091,"Chapel Lane","ASBO","Other Town",NA
"144674","2015-11",-5.897877,54.599582,"Frome Street","OTTH","BELFAST",232
"168358","2016-01",-5.933006,54.587985,"Botanic Avenue","CDAR","BELFAST",232
"356913","2017-04",-5.472903,54.521279,NA,"ASBO",NA,NA
"17116","2015-02",-6.487448,54.867089,"Ballymacombs Road","CDAR","Other Town",NA
"49896","2015-04",-5.928741,54.597032,"Donegall Square East","VISO","BELFAST",232
"109138","2015-09",-6.367466,54.468316,"Silverwood Leaves","ASBO","LURGAN",197
"315309","2016-12",-6.243899,54.662832,NA,"OTTH",NA,NA
"166639","2016-01",-6.466452,54.374513,"Laurelvale Road","BURG","TANDRAGEE",216
"119532","2015-09",-7.132058,54.429684,"Castlehill Gardens","VISO","Other Town",NA
"37247","2015-04",-7.317722,54.993634,NA,"ASBO",NA,NA
"346746","2017-03",-6.278525,54.867316,"Albert Place","ASBO","Other Town",NA
"245267","2016-07",-6.191064,54.667724,"Ballyrobin Road","ASBO","Other Town",NA
"184394","2016-02",-7.374306,54.722583,"Douglas Road","VISO","Other Town",NA
"119474","2015-09",-7.642306,54.346688,"Wesley Street","VISO","Other Town",NA
"366800","2017-04",-5.885498,54.581351,"Orangefield Crescent","VECR","Other Town",NA
"55826","2015-05",-5.986703,54.594938,"Springfield Road","ASBO","Other Town",NA
"173286","2016-01",-6.411577,54.35808,"Coburn Drive","VISO","TANDRAGEE",216
"229993","2016-06",-7.328607,54.994898,"Meenan Square","ASBO","LONDONDERRY",NA
"119591","2015-09",-7.356884,55.014606,"Barrs Lane","VISO",NA,NA
"371450","2017-05",-5.993656,54.750742,NA,"ASBO",NA,NA
"281640","2016-09",-6.273808,54.858867,"Casement Street","OTCR","BALLYMENA",220
"64185","2015-05",-5.899628,54.586925,NA,"VISO",NA,NA
"211139","2016-04",-5.911809,54.590748,"Park Parade","VISO","Other Town",NA
"33050","2015-03",-6.267073,54.344016,"Belmont View","THPR","Other Town",NA
"312828","2016-12",-5.95079,54.598612,"Conway Street","CDAR","Other Town",NA
"83972","2015-07",-6.301052,55.04185,NA,"ASBO",NA,NA
"188752","2016-03",-7.680703,54.580102,NA,"ASBO",NA,NA
"125177","2015-10",-5.910852,54.599753,"Strand Close","ASBO","BELFAST",232
"61927","2015-05",-6.700774,55.168271,NA,"VISO",NA,NA
"187388","2016-03",-5.862815,54.611295,"Marmont Crescent","ASBO","BELFAST",232
"144159","2015-11",-5.979363,54.571949,"Stockmans Way","DRUG","Other Town",NA
"48127","2015-04",-6.338464,54.466142,NA,"VISO",NA,NA
"185122","2016-02",-7.333761,55.003469,"Rosemount Avenue","VISO","Other Town",NA
"262102","2016-08",-7.612882,54.355652,"Irvines Crescent","CDAR","ENNISKILLEN",80
"33950","2015-03",-6.414181,54.358762,"Mourneview Park","VISO","Other Town",NA
"283617","2016-10",-5.924812,54.627406,"Fortwilliam Crescent","ASBO","BELFAST",232
"301142","2016-11",-5.939321,54.621005,"Rosemount Gardens","CDAR","Other Town",NA
"89597","2015-07",-5.887962,54.214234,"Donard Place","THPR","Other Town",NA
"211172","2016-04",-7.429714,54.379037,"Clarnagh Road","VISO",NA,NA
"73841","2015-06",-5.951881,54.66962,"Church Crescent","OTTH","Other Town",NA
"319502.1","2016-12",-5.927158,54.57306,NA,"VISO",NA,NA
"18892","2015-02",-5.937639,54.584479,"Elmwood Avenue","OTTH","BELFAST",232
"32071","2015-03",-5.93543,54.595116,"Glengall Street","OTTH","BELFAST",232
"351365","2017-03",-6.031803,54.560082,"Glenbank Court","OTTH","DUNMURRY",NA
"243507","2016-07",-7.322101,54.994296,"London Street","ASBO","Other Town",NA
"173854","2016-01",-6.611977,54.751933,"Moneymore Road","VISO","Other Town",NA
"237345","2016-06",-6.196169,54.717233,"Rathkyle","VISO","ANTRIM",168
"169180","2016-01",-6.637117,55.196043,"Ballywillin Crescent","OTTH","Other Town",NA
"345593","2017-03",-6.326307,54.161894,"Maple Grove","ASBO","Other Town",NA
"195206","2016-03",-5.697781,54.328949,"Brackenridge","OTTH","Other Town",NA
"365789","2017-04",-5.799654,54.718507,"Mckeens Avenue","POS","CARRICKFERGUS",198
"244496","2016-07",-5.913227,54.603864,"Queens Road","ASBO","Other Town",NA
"318","2015-01",-5.990704,54.57592,"Croaghan Gardens","ASBO","BELFAST",232
"110199","2015-09",-7.635521,54.355822,"Kilmacormick Drive","ASBO","ENNISKILLEN",80
"213501","2016-05",-5.699176,54.593378,"Mill Street","ASBO","Other Town",NA
"188865","2016-03",-5.956934,54.669948,NA,"ASBO",NA,NA
"116022","2015-09",-6.661997,55.13968,"Cypress Drive","DRUG","COLERAINE",181
"252985","2016-07",-5.962456,54.60827,NA,"VISO",NA,NA
"267917","2016-08",-6.282285,54.354269,"Brookdale","VISO","Other Town",NA
"127815","2015-10",-5.929548,54.58754,"Lawrence Street","ASBO","BELFAST",232
"315985","2016-12",-5.688718,54.589782,"Portaferry Road","SHOP","Other Town",NA
"215801","2016-05",-6.340907,54.174298,"Corn Market","ASBO","Other Town",NA
"377808","2017-05",-5.681132,54.633945,"Beechfield Avenue","CDAR","Other Town",NA
"104591","2015-08",-6.693081,54.539127,"Washingbay Road","VECR","Other Town",NA
"120000","2015-09",-6.339619,54.176616,NA,"VISO",NA,NA
"771","2015-01",-5.955547,54.595727,NA,"ASBO",NA,NA
"249831","2016-07",-6.042678,54.510895,"Market Square","POS","Other Town",NA
"358560","2017-04",-6.259501,54.420879,"Donagh Park","ASBO","CRAIGAVON",110
"101955","2015-08",-5.93432,54.579454,"Stranmillis Park","DRUG","BELFAST",232
"284356","2016-10",-5.9372,54.62468,"Glantane Drive","ASBO","BELFAST",232
"37728","2015-04",-6.345557,54.17712,"Patrick Street","ASBO","Other Town",NA
"239869","2016-06",-5.963707,54.625371,"Oldpark Road","VISO","Other Town",NA
"21609","2015-02",-5.910817,54.668703,NA,"VISO",NA,NA
"57705","2015-05",-6.617836,54.481996,"M1","CDAR",NA,NA
"327372","2017-01",-6.734592,54.639056,"Coolnafranky Park","OTTH","COOKSTOWN",52
"113185","2015-09",-7.464299,54.694601,"Forest Crescent","ASBO","NEWTOWNSTEWART",39
"64982","2015-06",-5.958078,54.597405,"Springfield Road","ASBO","Other Town",NA
"325829","2017-01",-5.672662,54.657207,"Abbey Street","CDAR","Other Town",NA
"186839","2016-03",-5.896888,54.595054,"Avoniel Road","ASBO","BELFAST",232
"100612","2015-08",-6.061579,54.511865,"Trostan Place","CDAR","LISBURN",74
"387744","2017-06",-5.874022,54.694083,"Carnroe Drive","ASBO","CARRICKFERGUS",198
"316376","2016-12",-6.188447,54.712913,"Rathmore Gardens","SHOP","Other Town",NA
"301514","2016-11",-5.948001,54.595608,"Mcdonnell Court","CDAR","BELFAST",232
"66460.1","2015-06",-5.695396,54.646572,NA,"ASBO",NA,NA
"29792","2015-03",-6.058084,54.49179,NA,"CDAR",NA,NA
"39297","2015-04",-5.889098,54.219627,"Mourne Park","ASBO","Other Town",NA
"357080","2017-04",-5.957997,54.669463,NA,"ASBO",NA,NA
"137163","2015-10",-6.746867,54.648374,"Oritor Street","VISO",NA,NA
"50819","2015-05",-5.954765,54.614699,NA,"ASBO",NA,NA
"267900","2016-08",-6.665364,55.131821,NA,"VISO",NA,NA
"292210","2016-10",-7.277775,54.996969,"Bramhall Crescent","SHOP","LONDONDERRY",NA
"121223","2015-09",-6.67038,54.6921,"Lawford Street","VISO","MONEYMORE",28
"380544","2017-05",-5.837789,54.270429,NA,"VECR",NA,NA
"5437","2015-01",-6.03031,54.57694,"Spruce Hill","CDAR","Other Town",NA
"206622","2016-04",-6.428755,54.431906,"Seagoe Road","CDAR","PORTADOWN",174
"120734","2015-09",-7.300694,54.991732,NA,"VISO",NA,NA
"218812","2016-05",-5.975521,54.665588,"Hollybrook Grove","CDAR","Other Town",NA
"381939","2017-05",-5.695326,54.659025,"Springhill Road","VISO","Other Town",NA
"222964","2016-05",-5.859073,54.584974,"Shandon Park","VECR","Other Town",NA
"232612","2016-06",-7.507983,54.328948,"Snowhill Road","BURG","Other Town",NA
"378686","2017-05",-7.648518,54.352195,"Derrin Park","OTTH","ENNISKILLEN",80
"398202","2017-07",-5.872068,54.696143,"Glassillan Grove","ASBO","CARRICKFERGUS",198
"221059","2016-05",-5.736286,54.759318,NA,"OTTH",NA,NA
"312888","2016-12",-6.064187,54.503739,"Lissue Court","CDAR","LISBURN",74
"318028","2016-12",-6.349327,54.1563,"Chancellors Road","VISO","NEWRY",194
"40076","2015-04",-6.666358,55.125984,"Beresford Avenue","ASBO","COLERAINE",181
"43412","2015-04",-7.363877,54.182862,"Camphill Park","CDAR","Other Town",NA
"264263","2016-08",-7.172322,55.030288,"St. Canices Park","PUBO",NA,NA
"13827","2015-02",-7.314658,54.989152,"Spencer Road","ASBO","Other Town",NA
"70396","2015-06",-7.597413,54.427551,"Baragh Gardens","BURG","BALLINAMALLARD",25
"1409","2015-01",-5.84082,54.636369,NA,"ASBO",NA,NA
"322746","2017-01",-5.951677,54.596371,"Abercorn Street North","ASBO","BELFAST",232
"185662","2016-02",-6.949678,55.04941,"Connell Street","VISO","LIMAVADY",69
"376887","2017-05",-6.227504,54.86996,"Woodside Road","CDAR","Other Town",NA
"7840","2015-01",-5.955547,54.595727,NA,"ROBY",NA,NA
"42455","2015-04",-6.227113,54.101289,"Rostrevor Road","BURG","Other Town",NA
"331894","2017-02",-7.355511,55.009551,NA,"ASBO",NA,NA
"180195","2016-02",-5.975482,54.605281,"Highfield Drive","CDAR","Other Town",NA
"283118","2016-10",-5.924398,54.584469,"Agincourt Street","ASBO","BELFAST",232
"13479","2015-02",-6.347789,54.429559,"Deans Road","ASBO","LURGAN",197
"379096","2017-05",-6.417821,54.420919,"Beech Park","OTTH","Other Town",NA
"196723","2016-03",-6.649533,55.202703,"Hamilton Place Lane","VISO","PORTRUSH",308
"162709","2016-01",-5.711455,54.588534,"Cuan Place","ASBO","Other Town",NA
"267377","2016-08",-5.53489,54.485959,"Boyd Avenue","VISO","KIRCUBBIN",9
"409425","2017-07",-5.877098,54.589389,"Orangefield Drive South","VISO","BELFAST",232
"9127","2015-01",-6.950542,55.050469,"Market Street","VISO","Other Town",NA
"30032","2015-03",-5.886112,54.591883,NA,"CDAR",NA,NA
"98007","2015-08",-5.948539,54.598753,NA,"ASBO",NA,NA
"108572","2015-09",-6.941795,55.040395,"Glenview Drive","ASBO","Other Town",NA
"264905","2016-08",-6.276779,54.335889,"Bannview Mews","SHOP","BANBRIDGE",88
"326522","2017-01",-5.92881,54.585317,"Carmel Street","DRUG","BELFAST",232
"122217","2015-10",-5.914493,54.595745,NA,"ASBO",NA,NA
