"","Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"182546","2016-02",-6.028517,54.554503,"Altan Walk","SHOP","DUNMURRY",NA
"212205","2016-04",-5.954783,54.577924,"Brookland Street","VISO","BELFAST",232
"380581","2017-05",-6.60106,54.749166,"Golf Terrace","VECR","Other Town",NA
"18294","2015-02",-7.447523,54.330681,"Greenhill Road","OTTH","Other Town",NA
"61376","2015-05",-5.671459,54.661983,"Primrose Street","VISO","Other Town",NA
"349011","2017-03",-7.18898,54.996014,"Brockagh Road","CDAR","Other Town",NA
"62940","2015-05",-6.28083,54.350071,"Ballygowan Park","VISO","BANBRIDGE",88
"339462.1","2017-02",-6.337119,54.175566,NA,"ROBY",NA,NA
"355191","2017-03",-5.926512,54.597057,"Montgomery Street","VISO","Other Town",NA
"269259","2016-09",-5.949405,54.613863,"Rosebank Court","ASBO","Other Town",NA
"9057","2015-01",-5.897613,54.20716,"Shan Slieve Drive","VISO","NEWCASTLE",333
"410639","2017-07",-7.642306,54.346688,"Wesley Street","VISO","Other Town",NA
"60755","2015-05",-6.229044,54.951316,NA,"VECR",NA,NA
"33972","2015-03",-5.94134,54.60802,"Florence Court","VISO","BELFAST",232
"328239","2017-01",-5.937749,54.582001,"Wellesley Avenue","VECR","BELFAST",232
"141578","2015-11",-6.444652,54.862012,"Ballynafie Road","ASBO","Other Town",NA
"299811","2016-11",-5.917659,54.657976,"Merville Garden Village","ASBO","NEWTOWNABBEY",67
"140337","2015-11",-5.931724,54.602591,NA,"ASBO",NA,NA
"354219","2017-03",-5.940387,54.658131,"Antrim Road","VISO","Other Town",NA
"167567","2016-01",-5.907003,54.687083,"Ards Drive","CDAR","NEWTOWNABBEY",67
"233955","2016-06",-6.202328,54.71939,NA,"CDAR",NA,NA
"370975","2017-05",-5.663798,54.662051,"Springfield Avenue","ASBO","Other Town",NA
"384848","2017-06",-5.9618,54.60064,"Colinview Street","ASBO","BELFAST",232
"348611","2017-03",-6.043661,54.541047,"Milltown Avenue","BURG","Other Town",NA
"170365","2016-01",-5.856241,54.62002,"Glendarragh Mews","SHOP","BELFAST",232
"142965","2015-11",-5.940524,54.617728,"Brookvale Avenue","CDAR","Other Town",NA
"188007","2016-03",-5.9372,54.569593,NA,"ASBO",NA,NA
"371890","2017-05",-5.908959,54.557885,"Saintfield Road","ASBO","Other Town",NA
"148249","2015-11",-5.941791,54.589878,"Felt Street","VISO","BELFAST",232
"238312","2016-06",-7.322867,55.000777,"Clarendon Street","VISO","LONDONDERRY",NA
"258488","2016-08",-5.924763,54.633848,"Lowwood Park","ASBO","BELFAST",232
"293590","2016-10",-5.811366,54.714595,"Nelson Street","VISO","Other Town",NA
"9078","2015-01",-5.681478,54.641751,NA,"VISO",NA,NA
"204470","2016-04",-6.640968,54.347801,"Stewart Hill","ASBO","ARMAGH",113
"181261","2016-02",-6.062331,54.681357,NA,"OTTH",NA,NA
"229503","2016-06",-6.745853,54.651606,"Moneymore Road","ASBO","Other Town",NA
"72265","2015-06",-5.925292,54.587566,"Powerscourt Place","CDAR","BELFAST",232
"231908","2016-06",-5.923707,54.630873,NA,"ASBO",NA,NA
"250863","2016-07",-6.055958,54.516411,"Bentrim Court","VECR","LISBURN",74
"262945","2016-08",-7.269284,54.999874,NA,"DRUG",NA,NA
"326304","2017-01",-6.638605,55.199357,"Sunnyvale Avenue","DRUG","PORTRUSH",308
"142558","2015-11",-6.638605,55.199357,"Sunnyvale Avenue","CDAR","PORTRUSH",308
"137232","2015-10",-5.926665,54.647906,"Vandyck Crescent","VISO","NEWTOWNABBEY",67
"406330","2017-07",-6.335494,54.450396,NA,"DRUG",NA,NA
"294809","2016-10",-5.943897,54.583714,"Wellesley Avenue","VISO","BELFAST",232
"169136","2016-01",-5.934143,54.590584,"Great Victoria Street","OTTH","BELFAST",232
"234647","2016-06",-5.944298,54.604,"Malvern Street","OTTH","BELFAST",232
"43186","2015-04",-7.328331,55.003897,NA,"CDAR",NA,NA
"356868","2017-04",-6.263624,54.341927,"Summerhill Brae","ASBO","BANBRIDGE",88
"196640","2016-03",-5.896002,54.615534,"Queens Road","VECR","Other Town",NA
"114626","2015-09",-5.66453,54.664688,"Stanley Road","CDAR","BANGOR",318
"190527","2016-03",-6.462485,54.752698,NA,"ASBO",NA,NA
"16906","2015-02",-7.871413,54.29642,"Main Street","CDAR","Other Town",NA
"359781","2017-04",-6.441213,54.422032,"Sandy Row","ASBO","Other Town",NA
"305873","2016-11",-5.951864,54.618532,NA,"VISO",NA,NA
"29888","2015-03",-5.642109,54.64099,"Tadworth","CDAR","BANGOR",318
"175279","2016-02",-5.695749,54.592945,"High Street","ASBO","Other Town",NA
"212234","2016-04",-6.604008,54.758741,NA,"VISO",NA,NA
"303966","2016-11",-6.265486,54.880777,"Dunfane Park","PUBO","BALLYMENA",220
"110287","2015-09",-5.537015,54.638826,"Killaughey Road","ASBO","Other Town",NA
"200517","2016-04",-6.25581,54.349253,"Bramblewood Drive","ASBO","Other Town",NA
"396012","2017-06",-7.327805,54.998936,"Creggan Street","VISO","LONDONDERRY",NA
"346424","2017-03",-6.663686,55.133707,"Railway Place","ASBO","COLERAINE",181
"110323","2015-09",-5.805569,54.718776,NA,"ASBO",NA,NA
"107291","2015-08",-6.294269,54.206001,"Glenvale Heights","VISO","NEWRY",194
"375845","2017-05",-5.932455,54.594903,"Clarence Street West","BITH","BELFAST",232
"246524","2016-07",-5.969313,54.629392,"Benview Drive","BURG","BELFAST",232
"26199","2015-03",-5.919566,54.651899,"Bawnmore Grove","ASBO","NEWTOWNABBEY",67
"295186","2016-10",-6.33013,54.157823,"Rampart Road","VISO","NEWRY",194
"305382","2016-11",-7.34623,55.0209,"Synge Court","VISO","LONDONDERRY",NA
"108100","2015-08",-5.883791,54.402856,"Windmill View","OTCR","Other Town",NA
"218097","2016-05",-5.924925,54.599348,"Upper Church Lane","BITH","Other Town",NA
"330981","2017-01",NA,NA,"No Location","VISO",NA,NA
"299487","2016-11",-6.785737,54.504301,"Ashdene","ASBO","DUNGANNON",93
"356097","2017-03",-5.943431,54.577291,"Windsor Park","VISO","Other Town",NA
"19092","2015-02",-5.800383,54.729113,"Glynn Park Close","OTTH","CARRICKFERGUS",198
"3326","2015-01",-6.219285,54.714583,"Market Square","ASBO","Other Town",NA
"386545","2017-06",-5.946673,54.586026,"Dunluce Avenue","ASBO","Other Town",NA
"99441","2015-08",-5.935537,54.64069,"Downview Manor","BURG","BELFAST",232
"370216","2017-05",-5.894489,54.598364,"Newtownards Road","ASBO","Other Town",NA
"210413","2016-04",-5.708843,54.593715,"Circular Road","VISO","Other Town",NA
"286779","2016-10",-6.006369,54.063166,"Mountain Road","ASBO","Other Town",NA
"393814","2017-06",-7.34737,55.028667,"Temple Court","SHOP","Other Town",NA
"22290","2015-02",-6.92444,55.148586,"Seacoast Road","VISO","Other Town",NA
"53328","2015-05",-6.338279,54.464621,"Rectory Road","ASBO","Other Town",NA
"316105","2016-12",-5.889179,54.212934,"Main Street","SHOP","Other Town",NA
"354419","2017-03",-5.96623,54.597462,"Cluain Mor Drive","VISO","BELFAST",232
"299509","2016-11",-6.399123,54.197179,"Brookville Crescent","ASBO","BESSBROOK",153
"372067","2017-05",-6.663686,55.133707,"Railway Place","ASBO","COLERAINE",181
"305121","2016-11",-6.275092,54.860179,"Alfred Street Place","VISO","BALLYMENA",220
"66460","2015-06",-5.695396,54.646572,NA,"ASBO",NA,NA
"198521","2016-03",-6.0111,54.060387,"Greencastle Road","VISO","Other Town",NA
"168730","2016-01",-5.989539,54.593925,NA,"DRUG",NA,NA
"191714","2016-03",-7.309912,54.992647,"Primrose Street","BURG","Other Town",NA
"182494","2016-02",-6.270978,54.347702,"The Cut","SHOP","Other Town",NA
"10915","2015-01",-6.347128,54.456288,"Monbrief Walk","VISO","LURGAN",197
"269092","2016-09",-5.669034,54.659932,"Market Street","ASBO","Other Town",NA
"160720","2015-12",-5.632742,54.661933,"Brooklands Manor","VISO","BANGOR",318
"10791","2015-01",-5.642432,54.644501,"Bexley Parks","VISO","BANGOR",318
"119743","2015-09",-5.959023,54.671574,"Ballyclare Road","VISO","Other Town",NA
"185","2015-01",-7.161642,54.41763,"Mccrea Park","ASBO","Other Town",NA
"265600","2016-08",-5.954585,54.576016,"Lisburn Road","VISO","Other Town",NA
"340268","2017-02",-5.876861,54.60138,"Sydenham Drive","VECR","BELFAST",232
"310636","2016-12",-6.336754,54.17283,"St. Colmans Park","ASBO","Other Town",NA
"211840","2016-04",-5.961116,54.687638,"Ballycraigy Gardens","VISO","NEWTOWNABBEY",67
"254956","2016-08",-5.950163,54.610794,"Yarrow Court","ASBO","BELFAST",232
"163767","2016-01",-6.271275,54.349054,"Downshire Place","ASBO","Other Town",NA
"177160","2016-02",-5.893638,54.222905,"Burrenview Way","ASBO","NEWCASTLE",333
"261180","2016-08",-5.940852,54.617365,"Brookvale Drive","CDAR","BELFAST",232
"197428","2016-03",-6.451013,54.429337,"The Beeches","VISO","Other Town",NA
"230170","2016-06",-6.304026,54.381378,NA,"ASBO",NA,NA
"209752","2016-04",-5.93543,54.595116,"Glengall Street","VISO","BELFAST",232
"340097","2017-02",-6.25091,54.862214,"Rona Gardens","VECR","Other Town",NA
"230472","2016-06",-5.810403,54.716042,"Unity Street","ASBO","CARRICKFERGUS",198
"5465","2015-01",-5.950603,54.618052,"Torrens Road","CDAR","BELFAST",232
"195700","2016-03",-6.367041,54.403074,"Moss Bank Road","PUBO","PORTADOWN",174
"14996","2015-02",-7.642306,54.346688,"Wesley Street","ASBO","Other Town",NA
"100746","2015-08",-5.933366,54.592484,"Downshire Place","CDAR","Other Town",NA
"392840","2017-06",-5.937198,54.589234,"Donegall Road","OTTH","Other Town",NA
"110947","2015-09",-5.981713,54.627308,"Old Mill Road","ASBO","Other Town",NA
"19428","2015-02",-7.322045,55.03285,"Glencaw Park","ROBY","LONDONDERRY",NA
"395728","2017-06",-5.646771,54.404227,"Comber Road","VISO","Other Town",NA
"16944","2015-02",-7.34522,55.029141,"Upper Galliagh Road","CDAR","LONDONDERRY",NA
"233959","2016-06",-5.929933,54.609227,"Victoria Parade","CDAR","BELFAST",232
"201371","2016-04",-5.701907,54.647882,"Drumhirk Drive","ASBO","BANGOR",318
"335642","2017-02",-6.338106,54.466586,"William Street","ASBO","Other Town",NA
"216538","2016-05",-5.580077,54.584675,"Ballyblack Road","ASBO","Other Town",NA
"344347","2017-03",-5.93543,54.595116,"Glengall Street","ASBO","BELFAST",232
"29556","2015-03",-7.467745,54.824465,"O'Nolan Park","CDAR","STRABANE",111
"306787","2016-11",-7.33003,55.002308,NA,"VISO",NA,NA
"138860","2015-11",-5.9539,54.604801,"Carnan Street","ASBO","BELFAST",232
"255287","2016-08",-7.330341,54.617056,"Beltany Road","ASBO","Other Town",NA
"295438","2016-10",-7.342711,55.029559,"Woodbrook West","VISO","LONDONDERRY",NA
"390757","2017-06",-6.33836,54.451945,"Glenavon Lane","CDAR","LURGAN",197
"111904","2015-09",-5.905223,54.600886,"Fraser Pass","ASBO","BELFAST",232
"399885","2017-07",-6.668701,54.354804,"Old Grange","ASBO","ARMAGH",113
"194389","2016-03",-7.321935,54.996721,"Magazine Street","DRUG","LONDONDERRY",NA
"328212","2017-01",-7.321003,55.005689,"Fletcher Avenue","THPR",NA,NA
"373995","2017-05",-6.708158,55.173838,"Old Mill Grange","ASBO","PORTSTEWART",335
"407655","2017-07",-6.331929,54.16677,"Upper Chapel Street","POS",NA,NA
"91070","2015-07",-5.670416,54.646903,NA,"VISO",NA,NA
"79189","2015-07",-5.64407,54.664121,NA,"ASBO",NA,NA
"292128","2016-10",-5.790272,54.589335,"Craigleith Drive","SHOP","DUNDONALD",102
"347994","2017-03",-6.32915,54.169229,"Barley Lane","ASBO","NEWRY",194
"18006","2015-02",-5.936657,54.585541,NA,"DRUG",NA,NA
"299695","2016-11",-6.324824,54.458344,"Logan Drive","ASBO","LURGAN",197
"123113","2015-10",-7.201498,54.376952,NA,"ASBO",NA,NA
"106034","2015-08",-5.92346,54.586483,"Ormeau Road","VISO","Other Town",NA
"403453","2017-07",-6.085308,54.526816,"Glenwood Court","ASBO","Other Town",NA
"356077","2017-03",-6.660343,55.147864,"Oakvale Park","VISO","COLERAINE",181
"273275","2016-09",-7.31233,54.988277,"Alexander Terrace","ASBO","Other Town",NA
"357529","2017-04",-5.874324,54.609665,"Invernook Park","ASBO","BELFAST",232
"347049","2017-03",-6.634474,55.119504,"Tullans Park","ASBO","COLERAINE",181
"397776","2017-07",-5.933651,54.595113,NA,"ASBO",NA,NA
"375796","2017-05",-6.286076,54.86595,"Balmoral Avenue","ASBO","Other Town",NA
"116701","2015-09",-5.862614,54.593564,"Knockhill Park","OTTH","Other Town",NA
"188382","2016-03",-6.211737,54.618086,"Tromery Drive","ASBO","CRUMLIN",273
"357541","2017-04",-6.077944,54.508316,"Tirowen Drive","ASBO","LISBURN",74
"212554","2016-04",-7.279422,55.003581,"Broighter Court","OTCR","LONDONDERRY",NA
"109405","2015-09",-7.315723,54.599843,"Strule Park","ASBO","OMAGH",167
"357425","2017-04",-5.923707,54.630873,NA,"ASBO",NA,NA
"283993","2016-10",-6.478618,54.378845,"Beauwood","ASBO","CRAIGAVON",110
"244633","2016-07",-5.665859,54.661794,"Bingham Street","ASBO","BANGOR",318
"380037","2017-05",-6.331929,54.16677,"Upper Chapel Street","SHOP",NA,NA
"61469","2015-05",-6.882686,55.163777,NA,"VISO",NA,NA
"331843","2017-02",NA,NA,"No Location","ASBO",NA,NA
"128156","2015-10",-5.890962,54.60133,"Parkgate Drive","ASBO","BELFAST",232
"378927","2017-05",-5.938649,54.621452,"Willowbank Gardens","OTTH","BELFAST",232
"267293","2016-08",-6.247203,54.102356,"Rossmara Park","VISO","WARRENPOINT",334
"73392","2015-06",-5.924849,54.597496,"Seymour Street","OTTH","Other Town",NA
"181622","2016-02",-5.889548,54.632232,"West Bank Way","OTTH","BELFAST",232
"310523","2016-12",-6.652977,55.192348,"Caldwell Park","ASBO","PORTRUSH",308
"106037","2015-08",-6.168784,54.702267,"Belfast Road","VISO","Other Town",NA
"411048","2017-07",-7.326392,55.036575,"Ferndale Park","VISO","Other Town",NA
"214981","2016-05",-5.89289,54.402323,NA,"ASBO",NA,NA
"410709","2017-07",-6.034779,54.366575,"Levallyreagh Road","VISO","Other Town",NA
"165668","2016-01",-5.939332,54.616207,"Allworthy Avenue","ASBO","BELFAST",232
"240432","2016-07",-6.062006,54.521755,"Ballymacash Road","ASBO","LISBURN",74
"366968","2017-04",-6.346125,54.170569,"Barcroft Park","VISO","NEWRY",194
"351173","2017-03",-5.954051,54.610725,NA,"OTTH",NA,NA
"176623","2016-02",-6.010992,54.063593,"Churchview Close","ASBO","Other Town",NA
"114711","2015-09",-6.353172,54.453999,"Old Portadown Road","CDAR","LURGAN",197
"366987","2017-04",-6.785955,54.504771,"Cloneen","VISO","DUNGANNON",93
"406263","2017-07",-6.346725,54.455968,"Taghnevan Drive","DRUG","LURGAN",197
"57439","2015-05",-5.922513,54.592927,"Mcauley Street","CDAR","BELFAST",232
"222366","2016-05",-5.922012,54.628877,"Oakmount Drive","SHOP","BELFAST",232
"127802","2015-10",-5.979509,54.558042,"Benmore Drive","ASBO","BELFAST",232
"350619","2017-03",-5.444906,54.47957,NA,"DRUG",NA,NA
"17912","2015-02",-6.92444,55.148586,"Seacoast Road","DRUG","Other Town",NA
"153144","2015-12",-5.674099,54.660811,"Dufferin Avenue","ASBO","BANGOR",318
"212317","2016-04",-7.593509,54.709135,"John Street","VISO","Other Town",NA
"315923","2016-12",-6.098776,55.074605,"Gaults Road","ROBY","Other Town",NA
"118241","2015-09",-6.653563,54.347367,"Scotch Street","SHOP","Other Town",NA
"336039","2017-02",-6.365064,54.377683,NA,"BURG",NA,NA
"2170","2015-01",-5.889043,54.211988,"Downs Road","ASBO","Other Town",NA
"9181","2015-01",-6.440131,54.420886,"Harford Street","VISO","PORTADOWN",174
"99979","2015-08",-5.711553,54.327351,"Fountain Court","CDAR","Other Town",NA
"342092","2017-02",-6.739946,54.647727,"Limekiln Lane","VISO","COOKSTOWN",52
"30470","2015-03",-5.734965,54.554949,"Copeland Crescent","CDAR","Other Town",NA
"46032","2015-04",-5.956934,54.669948,NA,"OTTH",NA,NA
"256744","2016-08",-5.962498,54.691938,"Milewater Close","ASBO","NEWTOWNABBEY",67
"276141","2016-09",-7.31616,54.989008,"Victoria Road","DRUG","Other Town",NA
"150560","2015-12",-7.720602,54.519232,"Rosscolban Court","ASBO","KESH",385
"75377","2015-06",-5.764406,54.663213,"Seahill Road","VECR","Other Town",NA
"10995","2015-01",-5.960684,54.595724,NA,"VISO",NA,NA
"201814","2016-04",-5.983087,54.56387,"Diamond Grove","ASBO","BELFAST",232
"245216","2016-07",-5.918333,54.401093,"Dromore Road","ASBO","Other Town",NA
"393439","2017-06",-6.45802,54.427827,NA,"PUBO",NA,NA
"147472","2015-11",-7.329018,54.996427,"Lisfannon Park","VISO","LONDONDERRY",NA
"73844","2015-06",-6.271751,54.860006,"Moat Road","OTTH","Other Town",NA
"408402","2017-07",-6.269956,54.880455,"Dunclug Park","VECR","BALLYMENA",220
"12634","2015-02",-7.339369,54.987483,"Old City Court","ASBO","LONDONDERRY",NA
"297547","2016-11",-6.781015,54.501648,"Windmill Drive","ASBO","Other Town",NA
"18280","2015-02",-5.910234,54.599436,"Strand Mews","OTTH","Other Town",NA
"116138","2015-09",-5.815749,54.713614,"Model Avenue","DRUG","CARRICKFERGUS",198
"23827","2015-03",-5.976491,54.577777,"Kennedy Way Industrial Estate","ASBO",NA,NA
"270700","2016-09",-5.953835,54.600236,"Cupar Street Lower","ASBO","BELFAST",232
"370747","2017-05",-5.932747,54.586391,NA,"ASBO",NA,NA
"198317","2016-03",-5.970511,54.571127,NA,"VISO",NA,NA
"295505","2016-10",-6.215203,54.619189,"Orchard Hill","VISO","Other Town",NA
"275842","2016-09",-6.272877,54.846034,NA,"CDAR",NA,NA
"152067","2015-12",-7.322867,55.000777,"Clarendon Street","ASBO","LONDONDERRY",NA
"406261","2017-07",-5.702351,54.595523,"West Street","DRUG","Other Town",NA
"147290","2015-11",-6.417547,54.424033,"Abercorn Park","VISO","Other Town",NA
"114758","2015-09",-5.877453,54.577796,NA,"CDAR",NA,NA
"121478","2015-09",-6.586738,55.070019,"Glenstall Road","VISO","BALLYMONEY",59
"298547","2016-11",-6.94813,55.054733,"Mill Place","ASBO","Other Town",NA
"215499","2016-05",-7.322421,55.003137,"Strand Road","ASBO","Other Town",NA
"369806","2017-04",-6.345276,54.163064,"Loretto Park","OTCR","NEWRY",194
"228183","2016-06",-7.325381,55.033461,"Ederowen Park","ASBO","LONDONDERRY",NA
"74456","2015-06",-5.943791,54.597163,"Lady Street","PUBO","BELFAST",232
"406415","2017-07",-6.281325,54.863762,NA,"DRUG",NA,NA
"34769","2015-03",-6.455722,54.411087,"Mahon Drive","VISO","PORTADOWN",174
"115279","2015-09",-6.049111,54.554423,"Mount Eagles Avenue","CDAR","Other Town",NA
"159154","2015-12",-6.909175,54.521586,NA,"VECR",NA,NA
"274700","2016-09",-5.911571,54.605066,"Queens Road","CDAR","Other Town",NA
"219104","2016-05",-5.713642,54.754751,NA,"CDAR",NA,NA
"95038","2015-08",-6.524253,55.078297,"Semicock Road","ASBO","BALLYMONEY",59
"260174","2016-08",-6.329301,54.464641,"Castle Lane","BITH","Other Town",NA
"221676","2016-05",-7.473778,54.829522,"Lifford Road","OTTH","STRABANE",111
"293945","2016-10",-5.836525,54.640821,"Grays Lane","VISO","BELFAST",232
"319985","2017-01",-6.449596,54.431762,"Churchill Park","ASBO","Other Town",NA
"72049","2015-06",-5.891171,54.684931,"Gleneden Park","CDAR","NEWTOWNABBEY",67
"322603","2017-01",-5.905722,54.573994,"Flush Park","ASBO","Other Town",NA
"394160","2017-06",-6.770756,54.229523,"Derrynoose Road","VECR","KEADY",207
"362685","2017-04",-5.891737,54.598019,"Connswater Street","CDAR","BELFAST",232
"388398","2017-06",-6.338106,54.466586,"William Street","ASBO","Other Town",NA
"69775","2015-06",-5.989477,54.629711,"Mill Avenue","ASBO","Other Town",NA
"61626","2015-05",-5.479739,54.433349,"Calhame Park","VISO","CLOGHY",10
"62187","2015-05",-6.338106,54.466586,"William Street","VISO","Other Town",NA
"265048","2016-08",-5.867913,54.599947,"Clonallon Court","VECR","BELFAST",232
"274766","2016-09",-5.82821,54.588737,NA,"CDAR",NA,NA
"275508","2016-09",-6.655869,55.207633,"Mark Street","CDAR","Other Town",NA
"86487","2015-07",-5.943146,54.617324,NA,"CDAR",NA,NA
"78172","2015-06",-5.75942,54.395004,"Downpatrick Road","VISO","Other Town",NA
"196402","2016-03",-5.662009,54.657568,"Castle Street","VECR","Other Town",NA
"319579","2016-12",-5.528887,54.487733,"Parsonage Close","VISO","KIRCUBBIN",9
"318194","2016-12",-7.632114,54.361803,"Lawnakilla Park","VISO","ENNISKILLEN",80
"216288","2016-05",-6.937259,55.068733,"Lilac Avenue","ASBO","Other Town",NA
"403110","2017-07",-5.936127,54.581956,NA,"ASBO",NA,NA
"407055","2017-07",-6.280447,54.874504,"Bailie Close","OTTH","BALLYMENA",220
"216686","2016-05",-7.320567,54.984335,NA,"ASBO",NA,NA
"39834","2015-04",-6.052149,54.761813,"Brookland View","ASBO",NA,NA
"233957","2016-06",-6.263287,55.198164,"Ramoan Gardens","CDAR","Other Town",NA
"57671","2015-05",-6.14669,54.199372,"Rathfriland Road","CDAR","Other Town",NA
"242791","2016-07",-5.635242,54.667193,"Bank Lane","ASBO","BANGOR",318
"383368","2017-05",-6.651437,55.137525,"Lisnablagh Road","VISO","COLERAINE",181
"82153","2015-07",-5.933742,54.626301,"Somerton Mews","ASBO","BELFAST",232
"168195","2016-01",-5.814448,54.712692,"Belfast Road","CDAR","Other Town",NA
"152017","2015-12",-5.973201,54.678559,"Dorchester Gardens","ASBO","NEWTOWNABBEY",67
"307379","2016-11",-5.930334,54.599189,"Castle Street","VISO","Other Town",NA
"46495","2015-04",-5.965293,54.613134,"Twaddell Avenue","OTTH","BELFAST",232
"50597","2015-04",-5.840036,54.582794,"Lower Braniel Road","OTCR","BELFAST",232
"296137","2016-10",-6.019697,54.558833,"Glasvey Rise","OTCR","DUNMURRY",NA
"353989","2017-03",-5.947802,54.590645,"Roosevelt Rise","VISO","BELFAST",232
"99132","2015-08",-5.918335,54.593529,NA,"BITH",NA,NA
"273348","2016-09",-6.441213,54.422032,"Sandy Row","ASBO","Other Town",NA
"131222","2015-10",-5.468996,54.495533,"Hawthorn Crescent","DRUG","BALLYHALBERT",7
"321429","2017-01",-5.673117,54.648698,"Abbot'S Close","ASBO","BANGOR",318
"271448","2016-09",-5.936677,54.593421,"Sandy Row","ASBO","Other Town",NA
"96660","2015-08",-6.187219,54.720953,"Sussex Square","ASBO","ANTRIM",168
"101122","2015-08",-6.744976,54.645884,"Central Avenue","CDAR","Other Town",NA
"285839","2016-10",-6.303882,54.746361,NA,"ASBO",NA,NA
"100269","2015-08",-5.943791,54.597163,"Lady Street","CDAR","BELFAST",232
"231024","2016-06",-6.01071,54.551938,"Areema Drive","ASBO","DUNMURRY",NA
"327780","2017-01",-5.945343,54.598007,"Albert Street","PUBO","Other Town",NA
"255711","2016-08",-5.932878,54.599682,"Chapel Lane","ASBO","Other Town",NA
"193519","2016-03",-7.45844,54.823364,"Barrack Street","CDAR","Other Town",NA
"256847","2016-08",-6.521114,54.29872,"Main Street","ASBO","Other Town",NA
"411425","2017-07",-6.940237,55.045493,"Drumachose Mews","VISO","LIMAVADY",69
"312905","2016-12",-5.81838,54.724722,"Pinewood Avenue","CDAR","Other Town",NA
"49524","2015-04",-5.923999,54.598389,"Victoria Square","VISO","Other Town",NA
"132451","2015-10",-5.662538,54.645134,"Ballyvester Grove","OTTH","BANGOR",318
"317676","2016-12",-6.057433,54.512032,"Sawel Place","VISO","Other Town",NA
"393082","2017-06",-6.665436,54.345909,"Nursery Mews","OTTH","ARMAGH",113
"164084","2016-01",-5.910097,54.589434,NA,"ASBO",NA,NA
"79972","2015-07",-5.979548,54.578511,"Andersonstown Road","ASBO","BELFAST",232
"404531","2017-07",-5.959318,54.60819,"Leopold Gardens","CDAR","BELFAST",232
"60258","2015-05",-5.919676,54.654902,"Longwood Road","SHOP","NEWTOWNABBEY",67
"332210","2017-02",-5.885262,54.599326,"Connsbrook Avenue","ASBO","BELFAST",232
"289056","2016-10",-6.712319,54.809394,"Church View","CDAR","Other Town",NA
"328973","2017-01",-5.993975,54.580485,"Coolnasilla Park East","VISO","BELFAST",232
"218417","2016-05",-5.933649,54.63639,"Parkmount Road","BURG","Other Town",NA
"189347","2016-03",-5.854773,54.616149,"Glenloch Gardens","ASBO","BELFAST",232
"62842","2015-05",-6.673796,55.123415,"Screen Road","VISO","COLERAINE",181
"410706","2017-07",NA,NA,"No Location","VISO",NA,NA
"229326","2016-06",-5.918781,54.59935,"Rotterdam Court","ASBO","BELFAST",232
"202527","2016-04",-5.903498,54.5956,"Clandeboye Gardens","ASBO","BELFAST",232
"169774","2016-01",-7.310646,54.988096,"Strabane Old Road","OTTH","LONDONDERRY",NA
"105917","2015-08",-5.970622,54.567031,"Upper Lisburn Road","VISO","BELFAST",232
"67567","2015-06",-5.958078,54.597405,"Springfield Road","ASBO","Other Town",NA
"358674","2017-04",-5.927828,54.598562,"Arthur Square","ASBO","BELFAST",232
"259768","2016-08",-6.031048,54.513519,"Roseville Gardens","ASBO","LISBURN",74
"396657","2017-06",-7.430783,54.27618,"Nutfield Road","VISO","Other Town",NA
"388354","2017-06",-7.318785,54.992697,"John Street","ASBO","Other Town",NA
"392970","2017-06",-6.023081,54.540343,"Killeaton Gardens","OTTH","DUNMURRY",NA
"369484","2017-04",-5.760175,54.393302,"Westland Close","VISO","CROSSGAR",42
"173618","2016-01",-5.930154,54.597254,"Donegall Square North","VISO","BELFAST",232
"410686","2017-07",-5.685333,54.649417,"Clandeboye Road","VISO","BANGOR",318
"319108","2016-12",-6.192257,54.509883,"Willow Lodge","VISO","Other Town",NA
"309755","2016-12",-6.393973,54.452787,"Avonmere","ASBO","CRAIGAVON",110
"58130","2015-05",-7.724121,54.519474,"Crevenish Park","CDAR","KESH",385
"102547","2015-08",-5.924849,54.597496,"Seymour Street","OTTH","Other Town",NA
"240890","2016-07",-5.957721,54.595566,"Crocus Street","ASBO","BELFAST",232
"178962","2016-02",-6.356794,54.185747,"Fifth Avenue","BURG","NEWRY",194
"47021","2015-04",-5.930067,54.600182,"Rosemary Street","SHOP","BELFAST",232
"313152","2016-12",-6.658619,54.360675,"St. Brigids Hill","CDAR","ARMAGH",113
"367215","2017-04",-5.489581,54.541737,NA,"VISO",NA,NA
"60084","2015-05",-5.914614,54.595496,"Mays Meadow","ROBY","BELFAST",232
"156868","2015-12",-5.913164,54.654062,NA,"OTTH",NA,NA
"69738","2015-06",-6.34074,54.458303,"Sloan Avenue","ASBO","LURGAN",197
"411330","2017-07",-5.963489,54.59348,NA,"VISO",NA,NA
"70892","2015-06",-7.634511,54.337977,"Algeo Drive","CDAR","ENNISKILLEN",80
"225664","2016-05",-7.321928,54.608205,"Gortrush Park","VISO","OMAGH",167
"242336","2016-07",-5.690955,54.594821,"Victoria Avenue","ASBO","Other Town",NA
"381853","2017-05",-5.533268,54.487508,"Main Street","VISO","Other Town",NA
"263504","2016-08",-7.319076,54.607542,"Hunters Crescent","OTTH",NA,NA
"200613","2016-04",-7.473899,54.784365,NA,"ASBO",NA,NA
"104286","2015-08",-5.933461,54.593357,"Hope Street","VECR","Other Town",NA
"54158","2015-05",-6.216453,54.590618,"Chestnut Glen","ASBO",NA,NA
